Chromosome	Distance_bp
chr8 465677
chr8 57924
chr8 14915
chr8 558385
chr8 65087
chr8 145665
chr8 37752
chr8 4331
chr8 120876
chr8 58
chr8 69575
chr8 55940
chr8 24935
chr8 351832
chr8 27296
chr8 16
chr8 186416
chr8 6
chr8 140411
chr8 261278
chr8 101991
chr8 69202
chr8 136747
chr8 39621
chr8 6171
chr8 90691
chr8 5220
chr8 3439
chr8 26926
chr8 80722
chr8 24566
chr8 14033
chr8 23348
chr8 63510
chr8 61214
chr8 47425
chr8 77794
chr8 3005
chr8 14837
chr8 129
chr8 36
chr8 47243
chr8 92076
chr8 206295
chr8 65949
chr8 24562
chr8 37574
chr8 63892
chr8 495742
chr8 27520
chr8 52988
chr8 127337
chr8 12180
chr8 52805
chr8 137473
chr8 1657
chr8 79882
chr8 51604
chr8 10348
chr8 222181
chr8 109647
chr8 198701
chr8 30848
chr8 33584
chr8 68948
chr8 29771
chr8 73016
chr8 17972
chr8 48203
chr8 53
chr8 20214
chr8 24613
chr8 142150
chr8 158156
chr8 40817
chr8 156747
chr8 41200
chr8 205511
chr8 7782
chr8 71272
chr8 157526
chr8 130126
chr8 169530
chr8 71631
chr8 70668
chr8 151126
chr8 92152
chr8 79192
chr8 18344
chr8 4306
chr8 17341
chr8 9034
chr8 54870
chr8 23723
chr8 73191
chr8 34230
chr8 31205
chr8 21354
chr8 78318
chr8 22598
chr8 23852
chr8 51984
chr8 11595
chr8 12856
chr8 40086
chr8 141354
chr8 46564
chr8 18476
chr8 43557
chr8 55335
chr8 79009
chr8 170
chr8 281923
chr8 92751
chr8 77396
chr8 103349
chr8 19583
chr8 25716
chr8 203
chr8 50232
chr8 180076
chr8 1039351
chr8 230538
chr8 13280
chr8 95108
chr8 16713
chr8 15742
chr8 7847
chr8 10185
chr8 27167
chr8 44843
chr8 17650
chr8 46473
chr8 86680
chr8 7660
chr8 78408
chr8 187065
chr8 3880
chr8 71079
chr8 223934
chr8 100032
chr8 67359
chr8 1816
chr8 110409
chr8 13462
chr8 59
chr8 54915
chr8 8350
chr8 179867
chr8 110401
chr8 123003
chr8 13107
chr8 52650
chr8 237
chr8 56503
chr8 32
chr8 50450
chr8 56204
chr8 54880
chr8 9383
chr8 101650
chr8 67857
chr8 9473
chr8 17077
chr8 121145
chr8 130795
chr8 217802
chr8 100
chr8 105649
chr8 79
chr8 73876
chr8 89695
chr8 717167
chr8 246018
chr8 219677
chr8 29317
chr8 7459
chr8 69326
chr8 59791
chr8 6026
chr8 5547
chr8 6917
chr8 4928
chr8 141360
chr8 7613
chr8 13365
chr8 118731
chr8 23033
chr8 55958
chr8 42364
chr8 2564229
chr8 203220
chr8 98322
chr8 19831
chr8 183
chr8 22607
chr8 19942
chr8 13647
chr8 8563
chr8 31934
chr8 18496
chr8 2095
chr8 26041
chr8 24599
chr8 96523
chr8 48362
chr8 125410
chr8 6906
chr8 473
chr8 32037
chr8 50118
chr8 73
chr8 113060
chr8 19888
chr8 14137
chr8 98815
chr8 5837
chr8 37614
chr8 36237
chr8 8795
chr8 48980
chr8 105832
chr8 145494
chr8 174709
chr8 29716
chr8 155239
chr8 136
chr8 2582
chr8 21279
chr8 26836
chr8 30
chr8 121963
chr8 23546
chr8 27926
chr8 18970
chr8 42431
chr8 8395
chr8 1249
chr8 34074
chr8 47003
chr8 29834
chr8 191036
chr8 179287
chr8 14698
chr8 38889
chr8 860
chr8 212835
chr8 16547
chr8 50258
chr8 178794
chr8 53154
chr8 19606
chr8 2329
chr8 65
chr8 176785
chr8 72
chr8 77610
chr8 209855
chr8 85013
chr8 22871
chr8 34099
chr8 12421
chr8 25151
chr8 749
chr8 16724
chr8 22443
chr8 102161
chr8 36550
chr8 80624
chr8 40950
chr8 13702
chr8 2825
chr8 15824
chr8 109
chr8 13112
chr8 39382
chr8 23034
chr8 88034
chr8 15528
chr8 24792
chr8 45692
chr8 19026
chr8 65
chr8 46036
chr8 91944
chr8 61723
chr8 8577
chr8 42519
chr8 69556
chr8 47499
chr8 103378
chr8 140673
chr8 73735
chr8 197
chr8 33073
chr8 106092
chr8 37582
chr8 123
chr8 36102
chr8 11441
chr8 135957
chr8 205188
chr8 9712
chr8 6563
chr8 17373
chr8 323034
chr8 123523
chr8 159228
chr8 120
chr8 174599
chr8 149867
chr8 46145
chr8 41
chr8 14174
chr8 1661
chr8 21095
chr8 25885
chr8 149827
chr8 118318
chr8 71555
chr8 10959
chr8 20546
chr8 41038
chr8 163770
chr8 24
chr8 10701
chr8 818
chr8 85255
chr8 111225
chr8 45013
chr8 1117
chr8 566407
chr8 76102
chr8 88634
chr8 17422
chr8 11340
chr8 244783
chr8 37642
chr8 9205
chr8 53329
chr8 83113
chr8 173290
chr8 64145
chr8 10391
chr8 90528
chr8 15786
chr8 52818
chr8 41973
chr8 7376
chr8 16081
chr8 39335
chr8 9539
chr8 12909
chr8 2623
chr8 230357
chr8 241392
chr8 8118
chr8 35178
chr8 78823
chr8 3183
chr8 79682
chr8 175
chr8 26806
chr8 50108
chr8 127570
chr8 193
chr8 81234
chr8 103530
chr8 39053
chr8 33227
chr8 44277
chr8 45545
chr8 20707
chr8 1902
chr8 19644
chr8 85838
chr8 85330
chr8 47781
chr8 132168
chr8 23833
chr8 172816
chr8 191
chr8 153348
chr8 46
chr8 67475
chr8 19756
chr8 43685
chr8 12022
chr8 83321
chr8 223533
chr8 10802
chr8 73208
chr8 18541
chr8 3273
chr8 88267
chr8 24739
chr8 11352
chr8 12829
chr8 48485
chr8 146710
chr8 86335
chr8 26677
chr8 523682
chr8 58057
chr8 30826
chr8 9453
chr8 32173
chr8 87018
chr8 63585
chr8 6264
chr8 12920
chr8 6879
chr8 61681
chr8 4608
chr8 208474
chr8 7144
chr8 60019
chr8 134145
chr8 1587
chr8 49530
chr8 19505
chr8 8926
chr8 43034
chr8 89145
chr8 80870
chr8 191246
chr8 14833
chr8 140621
chr8 2723
chr8 14507
chr8 94717
chr8 54285
chr8 64485
chr8 221767
chr8 96247
chr8 38858
chr8 10072
chr8 55535
chr8 66691
chr8 32364
chr8 7072
chr8 119257
chr8 99664
chr8 2357
chr8 21990
chr8 196003
chr8 168839
chr8 27043
chr8 9471
chr8 21934
chr8 56376
chr8 1743
chr8 102232
chr8 516
chr8 44689
chr8 8078
chr8 36946
chr8 3659
chr8 9739
chr8 9694
chr8 18096
chr8 350632
chr8 71842
chr8 21389
chr8 26891
chr8 81491
chr8 9215
chr8 8013
chr8 27996
chr8 57754
chr8 110582
chr8 343103
chr8 16783
chr8 91428
chr8 207964
chr8 21805
chr8 9011
chr8 30713
chr8 130002
chr8 154283
chr8 24769
chr8 122039
chr8 80010
chr8 82997
chr8 32267
chr8 5500
chr8 98
chr8 55321
chr8 42304
chr8 124552
chr8 97
chr8 213019
chr8 51138
chr8 13736
chr8 22129
chr8 18098
chr8 26332
chr8 77570
chr8 15073
chr8 79465
chr8 36380
chr8 125223
chr8 45303
chr8 46437
chr8 439
chr8 6042
chr8 27959
chr8 95794
chr8 6765
chr8 36
chr8 9496
chr8 22243
chr8 256055
chr8 68590
chr8 65655
chr8 19125
chr8 59694
chr8 164456
chr8 342327
chr8 327971
chr8 5471
chr8 226936
chr8 213081
chr8 133997
chr8 16557
chr8 30840
chr8 55056
chr8 16055
chr8 45549
chr8 105731
chr8 74
chr8 4650
chr8 10743
chr8 126422
chr8 29927
chr8 37478
chr8 242856
chr8 161538
chr8 30659
chr8 16206
chr8 14287
chr8 67
chr8 31412
chr8 310078
chr8 160656
chr8 88035
chr8 107142
chr8 90023
chr8 63686
chr8 6711
chr8 58356
chr8 81653
chr8 47474
chr8 152766
chr8 22535
chr8 8816
chr8 22929
chr8 160696
chr8 17435
chr8 46583
chr8 347795
chr8 156781
chr8 41798
chr8 28534
chr8 18524
chr8 119014
chr8 18697
chr8 39613
chr8 264
chr8 9418
chr8 23003
chr8 46146
chr8 12242
chr8 37098
chr8 38432
chr8 861
chr8 28235
chr8 3771
chr8 38
chr8 45534
chr8 31244
chr8 7282
chr8 3809
chr8 64
chr8 10559
chr8 222865
chr8 384
chr8 184706
chr8 7603
chr8 56491
chr8 16191
chr8 60580
chr8 36500
chr8 16118
chr8 153828
chr8 158616
chr8 27540
chr8 6081
chr8 115773
chr8 112155
chr8 99306
chr8 35243
chr8 3623
chr8 25964
chr8 84070
chr8 189142
chr8 29
chr8 99431
chr8 18327
chr8 63177
chr8 31875
chr8 24134
chr8 1670
chr8 58144
chr8 163243
chr8 79540
chr8 15493
chr8 52656
chr8 25071
chr8 25292
chr8 174
chr8 11847
chr8 57177
chr8 139250
chr8 105328
chr8 447040
chr8 40297
chr8 193909
chr8 35509
chr8 79738
chr8 13285
chr8 10982
chr8 32231
chr8 41414
chr8 46547
chr8 5161
chr8 3132
chr8 90020
chr8 46586
chr8 18480
chr8 17509
chr8 34287
chr8 11119
chr8 266675
chr8 55091
chr8 13402
chr8 60921
chr8 10852
chr8 50289
chr8 28407
chr8 42250
chr8 80962
chr8 163552
chr8 57511
chr8 26770
chr8 31828
chr8 21590
chr8 109432
chr8 588
chr8 165225
chr8 235290
chr8 268994
chr8 6908
chr8 1918
chr8 34127
chr8 30497
chr8 55096
chr8 72007
chr8 258261
chr8 6308
chr8 122422
chr8 674
chr8 19052
chr8 2860
chr8 28131
chr8 27018
chr8 1363
chr8 96708
chr8 162
chr8 72629
chr8 56929
chr8 37505
chr8 13195
chr8 254429
chr8 7593
chr8 75977
chr8 114211
chr8 17120
chr8 40624
chr8 22112
chr8 57179
chr8 414
chr8 80428
chr8 48970
chr8 68211
chr8 12
chr8 19999
chr8 61283
chr8 46498
chr8 56298
chr8 24571
chr8 68980
chr8 469
chr8 17431
chr8 35125
chr8 2531
chr8 166505
chr8 19692
chr8 59739
chr8 15052
chr8 69241
chr8 64675
chr8 26278
chr8 70193
chr8 33388
chr8 30351
chr8 55016
chr8 24772
chr8 4194
chr8 20095
chr8 58128
chr8 13185
chr8 22745
chr8 5237
chr8 5274
chr8 28494
chr8 54046
chr8 17520
chr8 33021
chr8 110009
chr8 15325
chr8 32458
chr8 114664
chr8 34887
chr8 98142
chr8 48074
chr8 38152
chr8 21005
chr8 68244
chr8 10
chr8 308160
chr8 87238
chr8 49319
chr8 38781
chr8 182612
chr8 128126
chr8 35674
chr8 2937
chr8 12269
chr8 16803
chr8 102670
chr8 1035
chr8 101915
chr8 79622
chr8 33727
chr8 220778
chr8 40859
chr8 32358
chr8 145755
chr8 2922
chr8 178985
chr8 4462
chr8 163829
chr8 22880
chr8 122163
chr8 35938
chr8 25027
chr8 154603
chr8 12554
chr8 55017
chr8 66783
chr8 23708
chr8 4086
chr8 3325
chr8 40453
chr8 55872
chr8 25008
chr8 10303
chr8 79610
chr8 394342
chr8 18848
chr8 115304
chr8 254
chr8 49524
chr8 14997
chr8 31604
chr8 15342
chr8 92888
chr8 58230
chr8 70323
chr8 31460
chr8 21439
chr8 110790
chr8 105875
chr8 10840
chr8 10082
chr8 19963
chr8 13757
chr8 995
chr8 12881
chr8 702
chr8 45703
chr8 64452
chr8 61818
chr8 73917
chr8 323957
chr8 17868
chr8 53913
chr8 20809
chr8 82784
chr8 28768
chr8 9103
chr8 97807
chr8 26623
chr8 6672
chr8 24177
chr8 94
chr8 106185
chr8 5537
chr8 5936
chr8 8093
chr8 27655
chr8 15814
chr8 18571
chr8 20031
chr8 7118
chr8 30784
chr8 64986
chr8 28969
chr8 18062
chr8 177419
chr8 36648
chr8 14612
chr8 47785
chr8 136413
chr8 2310
chr8 29800
chr8 90787
chr8 17208
chr8 12080
chr8 15161
chr8 12079
chr8 24267
chr8 45501
chr8 49908
chr8 55306
chr8 102003
chr8 75927
chr8 16430
chr8 154828
chr8 151204
chr8 224
chr8 111058
chr8 10452
chr8 71190
chr8 21192
chr8 7956
chr8 17946
chr8 38527
chr8 90046
chr8 110158
chr8 122453
chr8 186455
chr8 9650
chr8 30478
chr8 23471
chr8 2939
chr8 23228
chr8 8324
chr8 6748
chr8 21126
chr8 23156
chr8 51510
chr8 17880
chr8 8238
chr8 45856
chr8 14893
chr8 100541
chr8 66150
chr8 22419
chr8 10233
chr8 37397
chr8 28209
chr8 60755
chr8 182644
chr8 38196
chr8 58963
chr8 182911
chr8 2542
chr8 118133
chr8 34602
chr8 30028
chr8 42626
chr8 8239
chr8 111828
chr8 134067
chr8 12210
chr8 11343
chr8 4618
chr8 48025
chr8 73967
chr8 45305
chr8 8528
chr8 205
chr8 58193
chr8 63004
chr8 15096
chr8 24215
chr8 31669
chr8 106254
chr8 49203
chr8 958
chr8 49548
chr8 9263
chr8 75
chr8 3500
chr8 65484
chr8 51
chr8 42280
chr8 155
chr8 103929
chr8 3528
chr8 17828
chr8 1
chr8 35837
chr8 89206
chr8 173513
chr8 63257
chr8 10313
chr8 159014
chr8 59673
chr8 38
chr8 90235
chr8 20739
chr8 38
chr8 11195
chr8 624
chr8 92444
chr8 27687
chr8 205329
chr8 9429
chr8 23664
chr8 394990
chr8 206
chr8 72143
chr8 135251
chr8 38
chr8 2856
chr8 61272
chr8 31861
chr8 41405
chr8 44210
chr8 34942
chr8 7386
chr8 69890
chr8 41859
chr8 83369
chr8 23020
chr8 24935
chr8 65977
chr8 193391
chr8 101
chr8 37209
chr8 93239
chr8 1035
chr8 37244
chr8 37176
chr8 17179
chr8 144
chr8 44712
chr8 28075
chr8 102616
chr8 44088
chr8 176554
chr8 38
chr8 56954
chr8 84372
chr8 66971
chr8 55800
chr8 82368
chr8 147257
chr8 223224
chr8 57261
chr8 39949
chr8 29062
chr8 61446
chr8 26206
chr8 31795
chr8 104736
chr8 172102
chr8 17118
chr8 39676
chr8 46199
chr8 34104
chr8 47277
chr8 72334
chr8 91101
chr8 29174
chr8 13080
chr8 78186
chr8 104662
chr8 254354
chr8 331764
chr8 6403
chr8 5006
chr8 69871
chr8 54376
chr8 43747
chr8 155099
chr8 3465
chr8 2768
chr8 51022
chr8 7159
chr8 743
chr8 38864
chr8 40498
chr8 5738
chr8 153934
chr8 10265
chr8 123476
chr8 38896
chr8 6790
chr8 148272
chr8 26228
chr8 72758
chr8 14873
chr8 7705
chr8 222732
chr8 50998
chr8 278253
chr8 75915
chr8 71759
chr8 15750
chr8 53
chr8 12005
chr8 27794
chr8 84589
chr8 3
chr8 282686
chr8 6779
chr8 48674
chr8 37820
chr8 13594
chr8 24524
chr8 27748
chr8 40454
chr8 38
chr8 13498
chr8 10049
chr8 223907
chr8 222113
chr8 30995
chr8 476301
chr8 11484
chr8 72002
chr8 71999
chr8 59563
chr8 28486
chr8 34173
chr8 50
chr8 33786
chr8 56948
chr8 179912
chr8 2851
chr8 14115
chr8 25875
chr8 111737
chr8 85109
chr8 17325
chr8 171
chr8 64758
chr8 37373
chr8 18329
chr8 28774
chr8 9870
chr8 51567
chr8 21520
chr8 2727
chr8 27986
chr8 14400
chr8 2258
chr8 11670
chr8 9351
chr8 53732
chr8 80265
chr8 158503
chr8 69942
chr8 187
chr8 22133
chr8 39723
chr8 78192
chr8 225533
chr8 288532
chr8 43827
chr8 185566
chr8 161297
chr8 320964
chr8 90762
chr8 165837
chr8 4113
chr8 97804
chr8 16417
chr8 249171
chr8 744
chr8 39271
chr8 121138
chr8 83
chr8 11453
chr8 184073
chr8 143
chr8 291341
chr8 5347
chr8 478541
chr8 169861
chr8 34
chr8 24124
chr8 72631
chr8 15180
chr8 6459
chr8 133216
chr8 6244
chr8 49838
chr8 8143
chr8 60623
chr8 18555
chr8 50016
chr8 23958
chr8 55930
chr8 41932
chr8 61238
chr8 158722
chr8 100220
chr8 80163
chr8 259862
chr8 29310
chr8 99149
chr8 66161
chr8 79981
chr8 124301
chr8 13542
chr8 47293
chr8 9665
chr8 31503
chr8 36715
chr8 2422
chr8 18874
chr8 102070
chr8 147079
chr8 52262
chr8 67
chr8 44556
chr8 241974
chr8 286523
chr8 19547
chr8 14400
chr8 102573
chr8 48121
chr8 38092
chr8 52604
chr8 234390
chr8 122176
chr8 104732
chr8 90720
chr8 18030
chr8 104775
chr8 7244
chr8 34595
chr8 33262
chr8 44384
chr8 52230
chr8 1627
chr8 186522
chr8 224826
chr8 4883
chr8 103
chr8 78588
chr8 54118
chr8 119326
chr8 87189
chr8 7686
chr8 8071
chr8 4891
chr8 35284
chr8 17055
chr8 35412
chr8 76241
chr8 12666
chr8 6908
chr8 27583
chr8 10211
chr8 5044
chr8 24319
chr8 19786
chr8 17760
chr8 32279
chr8 12323
chr8 38332
chr8 163643
chr8 9191
chr8 3430
chr8 112961
chr8 28276
chr8 67094
chr8 67838
chr8 14764
chr8 28200
chr8 140521
chr8 14610
chr8 73717
chr8 44191
chr8 9990
chr8 66802
chr8 9088
chr8 89108
chr8 51761
chr8 3902
chr8 70389
chr8 48067
chr8 39594
chr8 34941
chr8 149425
chr8 86957
chr8 156183
chr8 21223
chr8 18273
chr8 61650
chr8 129091
chr8 6798
chr8 41406
chr8 1426
chr8 70411
chr8 38268
chr8 5492
chr8 670
chr8 24857
chr8 3726
chr8 29434
chr8 12270
chr8 65989
chr8 42030
chr8 11996
chr8 130323
chr8 29442
chr8 30510
chr8 229436
chr8 119244
chr8 58938
chr8 15844
chr8 172650
chr8 33346
chr8 25049
chr8 253096
chr8 11403
chr8 58490
chr8 79
chr8 18
chr8 19334
chr8 60720
chr8 18940
chr8 18076
chr8 74185
chr8 14889
chr8 75404
chr8 36279
chr8 58103
chr8 6312
chr8 5223
chr8 98047
chr8 23513
chr8 29613
chr8 23880
chr8 44254
chr8 20105
chr8 2851
chr8 71442
chr8 61039
chr8 48980
chr8 167165
chr8 126342
chr8 33990
chr8 89152
chr8 82969
chr8 9898
chr8 270127
chr8 26332
chr8 76459
chr8 7255
chr8 237800
chr8 19396
chr8 49064
chr8 6206
chr8 65827
chr8 25380
chr8 47836
chr8 117472
chr8 40419
chr8 170941
chr8 90231
chr8 18278
chr8 5163
chr8 12110
chr8 24222
chr8 268518
chr8 118776
chr8 24085
chr8 35417
chr8 12488
chr8 224
chr8 18870
chr8 43556
chr8 35940
chr8 97007
chr8 4822
chr8 3994
chr8 126352
chr8 37389
chr8 20492
chr8 17503
chr8 169860
chr8 4474
chr8 14
chr8 29790
chr8 53539
chr8 68072
chr8 143823
chr8 254653
chr8 10264
chr8 56382
chr8 41120
chr8 87661
chr8 154194
chr8 160448
chr8 137
chr8 35531
chr8 12729
chr8 51242
chr8 19456
chr8 67028
chr8 81663
chr8 345762
chr8 63869
chr8 12124
chr8 36287
chr8 1067
chr8 156911
chr8 15433
chr8 59659
chr8 55175
chr8 38121
chr8 27448
chr8 50198
chr8 9443
chr8 41846
chr8 12350
chr8 66615
chr8 11481
chr8 68506
chr8 33373
chr8 106075
chr8 7394
chr8 277217
chr8 4012
chr8 92336
chr8 11074
chr8 31456
chr8 51648
chr8 65075
chr8 16233
chr8 33649
chr8 137314
chr8 190705
chr8 227
chr8 101358
chr8 29163
chr8 23920
chr8 68634
chr8 17032
chr8 1878
chr8 26429
chr8 8741
chr8 38181
chr8 69
chr8 17976
chr8 77802
chr8 7299
chr8 105496
chr8 14412
chr8 44561
chr8 13466
chr8 14616
chr8 64874
chr8 4909
chr8 278246
chr8 3730
chr8 144
chr8 11639
chr8 110829
chr8 11058
chr8 26717
chr8 158146
chr8 193691
chr8 11022
chr8 96
chr8 39593
chr8 3034
chr8 46645
chr8 23866
chr8 18876
chr8 2
chr8 36810
chr8 4107
chr8 114692
chr8 104385
chr8 55618
chr8 22949
chr8 60116
chr8 166336
chr8 108467
chr8 28017
chr8 25682
chr8 71150
chr8 28496
chr8 97408
chr8 97884
chr8 46052
chr8 31299
chr8 103344
chr8 77091
chr8 308454
chr8 93773
chr8 27712
chr8 22294
chr8 145178
chr8 280
chr8 58887
chr8 17125
chr8 6900
chr8 114165
chr8 6285
chr8 3180
chr8 15507
chr8 27134
chr8 23666
chr8 10062
chr8 41635
chr8 36219
chr8 5403
chr8 197099
chr8 182178
chr8 42350
chr8 5461
chr8 384551
chr8 168618
chr8 31207
chr8 15284
chr8 12283
chr8 96387
chr8 38718
chr8 74994
chr8 207104
chr8 255803
chr8 97280
chr8 30767
chr8 431997
chr8 29802
chr8 321012
chr8 204775
chr8 82540
chr8 8750
chr8 46821
chr8 177725
chr8 21198
chr8 80706
chr8 31085
chr8 104439
chr8 50233
chr8 19447
chr8 79808
chr8 3217
chr8 18566
chr8 67881
chr8 117974
chr8 2
chr8 8231
chr8 141450
chr8 169136
chr8 78272
chr8 20678
chr8 104362
chr8 52320
chr8 4024
chr8 8535
chr8 53585
chr8 69755
chr8 22638
chr8 41684
chr8 5498
chr8 12236
chr8 24170
chr8 51922
chr8 7980
chr8 43378
chr8 17115
chr8 119973
chr8 16505
chr8 85959
chr8 27328
chr8 37579
chr8 14446
chr8 7034
chr8 206340
chr8 66052
chr8 421167
chr8 92618
chr8 7527
chr8 221624
chr8 82097
chr8 104589
chr8 41260
chr8 34358
chr8 26385
chr8 85860
chr8 23159
chr8 18242
chr8 86846
chr8 248727
chr8 161033
chr8 87152
chr8 19510
chr8 5698
chr8 15866
chr8 24137
chr8 6582
chr8 66455
chr8 10267
chr8 9107
chr8 67239
chr8 101302
chr8 418741
chr8 183791
chr8 28907
chr8 183617
chr8 32051
chr8 266885
chr8 77726
chr8 108146
chr8 23248
chr8 24475
chr8 9862
chr8 31322
chr8 10030
chr8 17395
chr8 112684
chr8 13651
chr8 7951
chr8 46545
chr8 93719
chr8 115445
chr8 1434
chr8 30747
chr8 82578
chr8 21772
chr8 556
chr8 18689
chr8 4997
chr8 88126
chr8 191588
chr8 63013
chr8 75449
chr8 43983
chr8 260989
chr8 29970
chr8 18378
chr8 2299
chr8 240398
chr8 417095
chr8 34414
chr8 51474
chr8 18
chr8 134791
chr8 267004
chr8 51053
chr8 19263
chr8 1671
chr8 132446
chr8 24360
chr8 38691
chr8 86779
chr8 112513
chr8 44
chr8 6044
chr8 34579
chr8 22393
chr8 184674
chr8 152088
chr8 281
chr8 12347
chr8 226894
chr8 87914
chr8 156552
chr8 189532
chr8 214350
chr8 126951
chr8 120731
chr8 31793
chr8 18487
chr8 1139
chr8 208173
chr8 44394
chr8 59179
chr8 2437
chr8 35069
chr8 24876
chr8 33
chr8 476878
chr8 327419
chr8 28577
chr8 7776
chr8 2692
chr8 182242
chr8 139244
chr8 11468
chr8 19087
chr8 950
chr8 103161
chr8 59519
chr8 10357
chr8 63310
chr8 132
chr8 28799
chr8 44628
chr8 73762
chr8 5695
chr8 59098
chr8 93119
chr8 71483
chr8 12304
chr8 66786
chr8 1186
chr8 25529
chr8 90872
chr8 63313
chr8 51375
chr8 50235
chr8 178024
chr8 9618
chr8 141657
chr8 42301
chr8 111957
chr8 244199
chr8 25421
chr8 138219
chr8 60245
chr8 9772
chr8 317046
chr8 315712
chr8 159282
chr8 62349
chr8 70457
chr8 94383
chr8 29709
chr8 61339
chr8 17981
chr8 355594
chr8 48339
chr8 77215
chr8 368293
chr8 530728
chr8 38128
chr8 473
chr8 95518
chr8 55047
chr8 7118
chr8 30789
chr8 4251
chr8 91
chr8 254832
chr8 243
chr8 242514
chr8 20009
chr8 64
chr8 163103
chr8 63571
chr8 22386
chr8 21908
chr8 158047
chr8 47443
chr8 3
chr8 100
chr8 258
chr8 97
chr8 97
chr8 928
chr8 151
chr8 802170
chr8 104232
chr8 558573
chr8 79081
chr8 419263
chr9 8246
chr9 103631
chr9 264022
chr9 251429
chr9 111336
chr9 84902
chr9 208409
chr9 123400
chr9 20666
chr9 188505
chr9 7954
chr9 92927
chr9 63799
chr9 4613
chr9 13401
chr9 10131
chr9 101278
chr9 60988
chr9 9550
chr9 13276
chr9 26723
chr9 42252
chr9 10862
chr9 6060
chr9 57801
chr9 8196
chr9 398660
chr9 67717
chr9 33713
chr9 83887
chr9 26435
chr9 165178
chr9 6280
chr9 13103
chr9 49704
chr9 120902
chr9 29091
chr9 129817
chr9 63537
chr9 20957
chr9 5011
chr9 159281
chr9 11647
chr9 22758
chr9 11818
chr9 24122
chr9 18590
chr9 140581
chr9 20002
chr9 61338
chr9 23206
chr9 43407
chr9 10238
chr9 165959
chr9 188526
chr9 135542
chr9 135770
chr9 131735
chr9 18636
chr9 64203
chr9 25963
chr9 48555
chr9 49272
chr9 114001
chr9 10315
chr9 110537
chr9 18867
chr9 32515
chr9 167958
chr9 22551
chr9 17065
chr9 90619
chr9 7691
chr9 28178
chr9 16238
chr9 17275
chr9 15138
chr9 38124
chr9 36594
chr9 38750
chr9 228
chr9 25913
chr9 22684
chr9 42870
chr9 34747
chr9 9405
chr9 95743
chr9 105716
chr9 56993
chr9 41858
chr9 102942
chr9 70305
chr9 1034
chr9 42989
chr9 107557
chr9 92703
chr9 40364
chr9 40301
chr9 5144
chr9 67599
chr9 3691
chr9 303021
chr9 58498
chr9 203488
chr9 130900
chr9 66380
chr9 31007
chr9 182003
chr9 49519
chr9 52267
chr9 17245
chr9 19695
chr9 57860
chr9 86277
chr9 48259
chr9 68474
chr9 32436
chr9 17278
chr9 59520
chr9 56805
chr9 70745
chr9 29362
chr9 94985
chr9 1038
chr9 138210
chr9 225084
chr9 300200
chr9 64295
chr9 40420
chr9 53982
chr9 43212
chr9 18990
chr9 95920
chr9 65047
chr9 101
chr9 77794
chr9 14879
chr9 3894
chr9 1357
chr9 24400
chr9 62904
chr9 55146
chr9 92236
chr9 77777
chr9 12
chr9 58279
chr9 54
chr9 25478
chr9 28030
chr9 58654
chr9 9158
chr9 99069
chr9 55600
chr9 26853
chr9 4840
chr9 26695
chr9 46655
chr9 52043
chr9 155652
chr9 70983
chr9 45777
chr9 35589
chr9 9364
chr9 2523
chr9 6710
chr9 9635
chr9 4022
chr9 16843
chr9 20651
chr9 250
chr9 30362
chr9 66
chr9 7312
chr9 10815
chr9 141847
chr9 6888
chr9 15292
chr9 4576
chr9 15284
chr9 6666
chr9 13801
chr9 4430
chr9 8176
chr9 24929
chr9 23131
chr9 227
chr9 6455
chr9 5131
chr9 44896
chr9 45091
chr9 4554
chr9 28568
chr9 8322
chr9 131103
chr9 489
chr9 94159
chr9 33917
chr9 7
chr9 38739
chr9 32934
chr9 157803
chr9 49494
chr9 15620
chr9 27550
chr9 55071
chr9 4281
chr9 115
chr9 1146
chr9 10587
chr9 20144
chr9 196
chr9 53294
chr9 53283
chr9 70057
chr9 2615
chr9 52615
chr9 8555
chr9 82226
chr9 94031
chr9 126145
chr9 9333
chr9 20285
chr9 63890
chr9 36497
chr9 2095
chr9 6479
chr9 57883
chr9 31109
chr9 70550
chr9 6793
chr9 27018
chr9 198442
chr9 107530
chr9 15733
chr9 9192
chr9 25986
chr9 43613
chr9 39297
chr9 210858
chr9 106924
chr9 38521
chr9 62312
chr9 2
chr9 2417
chr9 4101
chr9 18870
chr9 222075
chr9 11265
chr9 85748
chr9 47090
chr9 3259
chr9 82611
chr9 8160
chr9 64
chr9 18300
chr9 76651
chr9 15674
chr9 47337
chr9 285
chr9 319113
chr9 82080
chr9 10161
chr9 112230
chr9 29150
chr9 83932
chr9 113732
chr9 20458
chr9 25820
chr9 4121
chr9 20065
chr9 20600
chr9 64103
chr9 42429
chr9 7513
chr9 18800
chr9 15470
chr9 16901
chr9 4472
chr9 303929
chr9 178894
chr9 10510
chr9 26861
chr9 12355
chr9 7968
chr9 30534
chr9 3350
chr9 12542
chr9 4659
chr9 16305
chr9 81146
chr9 36851
chr9 118666
chr9 2030
chr9 34210
chr9 2821
chr9 15118
chr9 31130
chr9 11841
chr9 83747
chr9 96844
chr9 2718
chr9 39005
chr9 148459
chr9 5169
chr9 111522
chr9 560332
chr9 16604
chr9 59977
chr9 16728
chr9 49626
chr9 58180
chr9 5941
chr9 97894
chr9 1553
chr9 166555
chr9 15743
chr9 24485
